"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"11468","Marvel",754786,"Roy James (Earth-616)","\/Roy_James_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, March","March",1947,1947-03-01
"11469","Marvel",527394,"Sari Tartar (Earth-616)","\/Sari_Tartar_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair",NA,NA,"Living Characters",1,"1947, October","October",1947,1947-10-01
"11470","Marvel",526303,"Sidney Onselm (Earth-616)","\/Sidney_Onselm_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",1,"1947, June","June",1947,1947-06-01
"11471","Marvel",754756,"Sidney Otis (Earth-616)","\/Sidney_Otis_(Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",1,"1947, January","January",1947,1947-01-01
"11472","Marvel",524337,"Silas Stevens (Earth-616)","\/Silas_Stevens_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, March","March",1947,1947-03-01
"11473","Marvel",527203,"Sparkles Labelle (Earth-616)","\/Sparkles_Labelle_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1947, October","October",1947,1947-10-01
"11474","Marvel",526752,"Spectacles (Earth-616)","\/Spectacles_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, June","June",1947,1947-06-01
"11475","Marvel",754945,"Starra (Earth-616)","\/Starra_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Female Characters",NA,"Living Characters",1,"1947, December","December",1947,1947-12-01
"11476","Marvel",529911,"Stillface (Earth-616)","\/Stillface_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1947, December","December",1947,1947-12-01
"11477","Marvel",529915,"Sultan of Bangook (Earth-616)","\/Sultan_of_Bangook_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, December","December",1947,1947-12-01
"11478","Marvel",709466,"Sun Yat (Earth-616)","\/Sun_Yat_(Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",NA,"Living Characters",1,"1947, December","December",1947,1947-12-01
"11479","Marvel",718693,"Susan Dane (Earth-616)","\/Susan_Dane_(Earth-616)","Public Identity",NA,NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1947, March","March",1947,1947-03-01
"11480","Marvel",527391,"Thief of Bagdad (Earth-616)","\/Thief_of_Bagdad_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, October","October",1947,1947-10-01
"11481","Marvel",754887,"Tom Clayton (Earth-616)","\/Tom_Clayton_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, September","September",1947,1947-09-01
"11482","Marvel",709390,"Vincent King (Earth-616)","\/Vincent_King_(Earth-616)","Public Identity",NA,NA,NA,"Male Characters",NA,"Deceased Characters",1,"1947, June","June",1947,1947-06-01
"11483","Marvel",709363,"Waldo Evans (Earth-616)","\/Waldo_Evans_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, March","March",1947,1947-03-01
"11484","Marvel",709161,"Walter Clark (Earth-616)","\/Walter_Clark_(Earth-616)","No Dual Identity",NA,NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1947, January","January",1947,1947-01-01
"11485","Marvel",530046,"White Flower (Earth-616)","\/White_Flower_(Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Female Characters",NA,"Living Characters",1,"1947, December","December",1947,1947-12-01
"11486","Marvel",754862,"Yvette Bourbon (Earth-616)","\/Yvette_Bourbon_(Earth-616)","Secret Identity","Bad Characters",NA,"White Hair","Female Characters",NA,"Deceased Characters",1,"1947, June","June",1947,1947-06-01
"11487","Marvel",718702,"Zagana (Earth-616)","\/Zagana_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1947, May","May",1947,1947-05-01
"11488","Marvel",543791,"Ace Turmbull (Earth-616)","\/Ace_Turmbull_(Earth-616)","Secret Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1948, October","October",1948,1948-10-01
"11489","Marvel",755034,"Alice Graham (Earth-616)","\/Alice_Graham_(Earth-616)","No Dual Identity",NA,NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11490","Marvel",709504,"Billy Glow (Earth-616)","\/Billy_Glow_(Earth-616)","No Dual Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11491","Marvel",535334,"Black Patch (Sub-Mariner Foe) (Earth-616)","\/Black_Patch_(Sub-Mariner_Foe)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11492","Marvel",530803,"Blackbeard (1940s Pirate) (Earth-616)","\/Blackbeard_(1940s_Pirate)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, February","February",1948,1948-02-01
"11493","Marvel",535638,"Blackie Malkin (Earth-616)","\/Blackie_Malkin_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair",NA,NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11494","Marvel",548045,"Bokk (Earth-616)","\/Bokk_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, December","December",1948,1948-12-01
"11495","Marvel",709472,"Bowery Bennie (Earth-616)","\/Bowery_Bennie_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, May","May",1948,1948-05-01
"11496","Marvel",755050,"Bull Gresham (Earth-616)","\/Bull_Gresham_(Earth-616)","No Dual Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",1,"1948, December","December",1948,1948-12-01
"11497","Marvel",534514,"Canyon Pete (Earth-616)","\/Canyon_Pete_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, June","June",1948,1948-06-01
"11498","Marvel",718709,"Cecil Babylon (Earth-616)","\/Cecil_Babylon_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11499","Marvel",718725,"Chester Berry (Earth-616)","\/Chester_Berry_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11500","Marvel",709964,"Curly (fisherman) (Earth-616)","\/Curly_(fisherman)_(Earth-616)","Public Identity",NA,NA,"Bald","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11501","Marvel",532976,"Damon Malone (Earth-616)","\/Damon_Malone_(Earth-616)","Secret Identity","Bad Characters",NA,"Red Hair","Male Characters",NA,"Deceased Characters",1,"1948, March","March",1948,1948-03-01
"11502","Marvel",535093,"David Larnum (Earth-616)","\/David_Larnum_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11503","Marvel",709775,"Demarest Dodds (Earth-616)","\/Demarest_Dodds_(Earth-616)","Public Identity",NA,"Blue Eyes","White Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11504","Marvel",718706,"Denton Smith (Earth-616)","\/Denton_Smith_(Earth-616)","Public Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11505","Marvel",536141,"Doctor Demise (Earth-616)","\/Doctor_Demise_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11506","Marvel",535487,"Doctor Drearr (Earth-616)","\/Doctor_Drearr_(Earth-616)","Public Identity","Bad Characters",NA,"White Hair","Male Characters",NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11507","Marvel",532982,"Doctor Macabre (Earth-616)","\/Doctor_Macabre_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, March","March",1948,1948-03-01
"11508","Marvel",536145,"Dora Scott (Earth-616)","\/Dora_Scott_(Earth-616)","Public Identity","Bad Characters",NA,"Blond Hair",NA,NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11509","Marvel",541103,"Durango the Killer (Earth-616)","\/Durango_the_Killer_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11510","Marvel",548178,"Ekho (Earth-616)","\/Ekho_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11511","Marvel",709777,"Elistis Diggenwell (Earth-616)","\/Elistis_Diggenwell_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, November","November",1948,1948-11-01
"11512","Marvel",709470,"Eric Hodges (Earth-616)","\/Eric_Hodges_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",1,"1948, March","March",1948,1948-03-01
"11513","Marvel",530805,"Eric Kesselwolfe (Earth-616)","\/Eric_Kesselwolfe_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, February","February",1948,1948-02-01
"11514","Marvel",709508,"Frank Carver (Earth-616)","\/Frank_Carver_(Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11515","Marvel",535091,"Gambler (Earth-616)","\/Gambler_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, July","July",1948,1948-07-01
"11516","Marvel",709952,"Georgie Jenkins (Earth-616)","\/Georgie_Jenkins_(Earth-616)","Public Identity","Good Characters",NA,"Red Hair","Male Characters",NA,"Living Characters",1,"1948, November","November",1948,1948-11-01
"11517","Marvel",547937,"Granite Bandit (Carelli) (Earth-616)","\/Granite_Bandit_(Carelli)_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11518","Marvel",709962,"Henry Enwhistle (Earth-616)","\/Henry_Enwhistle_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11519","Marvel",709771,"Hiram King (Earth-616)","\/Hiram_King_(Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11520","Marvel",539436,"Horatio (Earth-616)","\/Horatio_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1948, September","September",1948,1948-09-01
"11521","Marvel",534576,"Ignatius Fowler (Earth-616)","\/Ignatius_Fowler_(Earth-616)","Public Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11522","Marvel",547945,"Imp in the Violin (Earth-616)","\/Imp_in_the_Violin_(Earth-616)","Secret Identity",NA,NA,"No Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11523","Marvel",754942,"Jack Bartley (Earth-616)","\/Jack_Bartley_(Earth-616)","No Dual Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, January","January",1948,1948-01-01
"11524","Marvel",709481,"Jackie Starr (Earth-616)","\/Jackie_Starr_(Earth-616)","Public Identity",NA,"Blue Eyes","Brown Hair","Male Characters",NA,"Living Characters",1,"1948, June","June",1948,1948-06-01
"11525","Marvel",718722,"Jerry Malcom (Earth-616)","\/Jerry_Malcom_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11526","Marvel",529923,"Jester II (Earth-616)","\/Jester_II_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, January","January",1948,1948-01-01
"11527","Marvel",547996,"Jim Torrence (Earth-616)","\/Jim_Torrence_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11528","Marvel",709515,"Joe Mallon (Earth-616)","\/Joe_Mallon_(Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11529","Marvel",718711,"Joey Milton (Earth-616)","\/Joey_Milton_(Earth-616)","Public Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, August","August",1948,1948-08-01
"11530","Marvel",709971,"John Harris (Earth-616)","\/John_Harris_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11531","Marvel",547943,"John Jacob Gilligan (Earth-616)","\/John_Jacob_Gilligan_(Earth-616)","Secret Identity","Good Characters",NA,"Blond Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11532","Marvel",535163,"Johnny Revere (Earth-616)","\/Johnny_Revere_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, August","August",1948,1948-08-01
"11533","Marvel",547225,"Juan Luis Fernandez (Earth-616)","\/Juan_Luis_Fernandez_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, November","November",1948,1948-11-01
"11534","Marvel",535475,"Karlak (Earth-616)","\/Karlak_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11535","Marvel",545046,"Killer (Earth-616)","\/Killer_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",1,"1948, November","November",1948,1948-11-01
"11536","Marvel",554387,"Kim Lewis (Earth-616)","\/Kim_Lewis_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11537","Marvel",530990,"Lenora Moore (Earth-616)","\/Lenora_Moore_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Female Characters",NA,"Living Characters",1,"1948, April","April",1948,1948-04-01
"11538","Marvel",548051,"Luther McCoy (Earth-616)","\/Luther_McCoy_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11539","Marvel",709468,"Magda Malone (Earth-616)","\/Magda_Malone_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",NA,"Living Characters",1,"1948, March","March",1948,1948-03-01
"11540","Marvel",529921,"Matador (1940s) (Earth-616)","\/Matador_(1940s)_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, January","January",1948,1948-01-01
"11541","Marvel",534599,"Mister Zrr (Earth-616)","\/Mister_Zrr_(Earth-616)","Secret Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11542","Marvel",545752,"Mort Morbid (Earth-616)","\/Mort_Morbid_(Earth-616)",NA,NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, November","November",1948,1948-11-01
"11543","Marvel",545755,"Morton Muse (Earth-616)","\/Morton_Muse_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, November","November",1948,1948-11-01
"11544","Marvel",548174,"Narcissus (Earth-616)","\/Narcissus_(Earth-616)","Public Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11545","Marvel",709506,"Nick Gaynor (Earth-616)","\/Nick_Gaynor_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11546","Marvel",709517,"Nick Iona (Earth-616)","\/Nick_Iona_(Earth-616)","Public Identity",NA,NA,"Blond Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11547","Marvel",530806,"Omar and his Dummy (Earth-616)","\/Omar_and_his_Dummy_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair",NA,NA,"Living Characters",1,"1948, February","February",1948,1948-02-01
"11548","Marvel",709968,"Peppo LaRue (Earth-616)","\/Peppo_LaRue_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, December","December",1948,1948-12-01
"11549","Marvel",755030,"Phil Brady (Earth-616)","\/Phil_Brady_(Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",1,"1948, May","May",1948,1948-05-01
"11550","Marvel",755024,"Prester Jim (Earth-616)","\/Prester_Jim_(Earth-616)","No Dual Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1948, April","April",1948,1948-04-01
"11551","Marvel",541100,"Pretty Face Grimes (Earth-616)","\/Pretty_Face_Grimes_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11552","Marvel",530997,"Professor Wagstaff (Earth-616)","\/Professor_Wagstaff_(Earth-616)","Secret Identity","Bad Characters",NA,"White Hair","Male Characters",NA,"Living Characters",1,"1948, April","April",1948,1948-04-01
"11553","Marvel",534519,"Red Coyote (Earth-616)","\/Red_Coyote_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, June","June",1948,1948-06-01
"11554","Marvel",755039,"Robert Dammer (Earth-616)","\/Robert_Dammer_(Earth-616)","No Dual Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11555","Marvel",709477,"Ronnie Dowell (Earth-616)","\/Ronnie_Dowell_(Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, June","June",1948,1948-06-01
"11556","Marvel",718714,"Scotti Warren (Earth-616)","\/Scotti_Warren_(Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11557","Marvel",709773,"Snake Wilson (Earth-616)","\/Snake_Wilson_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, October","October",1948,1948-10-01
"11558","Marvel",709513,"Spade Brown (Earth-616)","\/Spade_Brown_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11559","Marvel",535650,"Squint Johnson (Earth-616)","\/Squint_Johnson_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, August","August",1948,1948-08-01
"11560","Marvel",535095,"Swami Krishna (Earth-616)","\/Swami_Krishna_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","White Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11561","Marvel",534581,"Tattler (Earth-616)","\/Tattler_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11562","Marvel",534609,"Ted Sparks (Earth-616)","\/Ted_Sparks_(Earth-616)","Secret Identity","Good Characters",NA,"Blond Hair","Male Characters",NA,"Living Characters",1,"1948, July","July",1948,1948-07-01
"11563","Marvel",755042,"Timmy Jordan (Earth-616)","\/Timmy_Jordan_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, September","September",1948,1948-09-01
"11564","Marvel",709484,"Torpedo Turner (Earth-616)","\/Torpedo_Turner_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1948, June","June",1948,1948-06-01
"11565","Marvel",530800,"Turtle (Earth-616)","\/Turtle_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, February","February",1948,1948-02-01
"11566","Marvel",542669,"Tut-Ak-Mun (Earth-616)","\/Tut-Ak-Mun_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1948, October","October",1948,1948-10-01
"11567","Marvel",535664,"Whip Coady (Earth-616)","\/Whip_Coady_(Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1948, August","August",1948,1948-08-01
"11568","Marvel",755026,"Willie Flower (Earth-616)","\/Willie_Flower_(Earth-616)","No Dual Identity",NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1948, May","May",1948,1948-05-01
"11569","Marvel",718953,"Andy Opp (Earth-616)","\/Andy_Opp_(Earth-616)","Public Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Living Characters",1,"1949, June","June",1949,1949-06-01
"11570","Marvel",555588,"Bardello (Earth-616)","\/Bardello_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, June","June",1949,1949-06-01
"11571","Marvel",555585,"Baron (American Frontier) (Earth-616)","\/Baron_(American_Frontier)_(Earth-616)","Secret Identity","Bad Characters",NA,"Blond Hair","Male Characters",NA,"Deceased Characters",1,"1949, June","June",1949,1949-06-01
"11572","Marvel",550358,"Borkor (Earth-616)","\/Borkor_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1949, February","February",1949,1949-02-01
"11573","Marvel",556123,"Brain (Business Man) (Earth-616)","\/Brain_(Business_Man)_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1949, November","November",1949,1949-11-01
"11574","Marvel",549059,"Brain Monster (Earth-616)","\/Brain_Monster_(Earth-616)","Public Identity","Bad Characters",NA,NA,NA,NA,"Deceased Characters",1,"1949, January","January",1949,1949-01-01
"11575","Marvel",554030,"Calico Kid (Earth-616)","\/Calico_Kid_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1949, April","April",1949,1949-04-01
"11576","Marvel",556128,"Carl Tuesday (Earth-616)","\/Carl_Tuesday_(Earth-616)","Public Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1949, November","November",1949,1949-11-01
"11577","Marvel",555631,"Daphne (Earth-616)","\/Daphne_(Earth-616)","Public Identity","Good Characters",NA,"Red Hair","Female Characters",NA,"Living Characters",1,"1949, June","June",1949,1949-06-01
"11578","Marvel",552586,"Dizzy Daze (Earth-616)","\/Dizzy_Daze_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11579","Marvel",552592,"Doctor Dill (Earth-616)","\/Doctor_Dill_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11580","Marvel",555651,"Dream Master (Earth-616)","\/Dream_Master_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, July","July",1949,1949-07-01
"11581","Marvel",555080,"Ed Hugo (Earth-616)","\/Ed_Hugo_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1949, May","May",1949,1949-05-01
"11582","Marvel",554028,"Fargo Kid (Earth-616)","\/Fargo_Kid_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",1,"1949, April","April",1949,1949-04-01
"11583","Marvel",390120,"Harry S. Truman (Earth-616)","\/Harry_S._Truman_(Earth-616)","Public Identity",NA,NA,"White Hair","Male Characters",NA,"Deceased Characters",1,"1949, January","January",1949,1949-01-01
"11584","Marvel",556042,"Herman Dull (Earth-616)","\/Herman_Dull_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Deceased Characters",1,"1949, August","August",1949,1949-08-01
"11585","Marvel",552296,"Iron Brain (Earth-616)","\/Iron_Brain_(Earth-616)","Secret Identity","Bad Characters",NA,"Grey Hair","Male Characters",NA,"Deceased Characters",1,"1949, February","February",1949,1949-02-01
"11586","Marvel",718949,"John Dolan (Earth-616)","\/John_Dolan_(Earth-616)","Public Identity",NA,"Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",1,"1949, May","May",1949,1949-05-01
"11587","Marvel",718956,"John Harrington (Earth-616)","\/John_Harrington_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, June","June",1949,1949-06-01
"11588","Marvel",555905,"Josh Mundy (Earth-616)","\/Josh_Mundy_(Earth-616)","Secret Identity","Good Characters",NA,"White Hair","Male Characters",NA,"Deceased Characters",1,"1949, July","July",1949,1949-07-01
"11589","Marvel",556172,"Joya (Earth-616)","\/Joya_(Earth-616)","Public Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",1,"1949, September","September",1949,1949-09-01
"11590","Marvel",718944,"Kulto (Earth-616)","\/Kulto_(Earth-616)","Public Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, January","January",1949,1949-01-01
"11591","Marvel",552588,"Leda (Earth-616)","\/Leda_(Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Female Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11592","Marvel",556117,"Lincoln Quantrell (Earth-616)","\/Lincoln_Quantrell_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1949, October","October",1949,1949-10-01
"11593","Marvel",556053,"Mantog (Earth-616)","\/Mantog_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",1,"1949, August","August",1949,1949-08-01
"11594","Marvel",549050,"Mark Funny (Earth-616)","\/Mark_Funny_(Earth-616)","Public Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",1,"1949, January","January",1949,1949-01-01
"11595","Marvel",710071,"Mike Roden (Earth-616)","\/Mike_Roden_(Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11596","Marvel",552866,"Nagorbu (Earth-616)","\/Nagorbu_(Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",1,"1949, April","April",1949,1949-04-01
"11597","Marvel",555323,"Narvick (Earth-616)","\/Narvick_(Earth-616)","Public Identity","Bad Characters",NA,"White Hair","Male Characters",NA,"Living Characters",1,"1949, June","June",1949,1949-06-01
"11598","Marvel",548373,"Oog (Martian) (Earth-616)","\/Oog_(Martian)_(Earth-616)","Public Identity","Bad Characters","Grey Eyes","Bald","Male Characters",NA,"Deceased Characters",1,"1949, January","January",1949,1949-01-01
